"path","role","proposed_action","reason","size_bytes","last_modified"
"components\cat-5\c5-w-automation-status-control-table\test-payloads\pending-approval-status.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1202","2026-05-25 18:28:30"
"components\cat-5\c5-w-automation-status-control-table\workflows\c5-w-core-automation-status-control-table-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","10425","2026-05-25 18:34:22"
"components\cat-5\c5-x-kpi-monitoring-threshold-alert-engine\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","396","2026-05-25 18:27:55"
"components\cat-6\c6-a-workflow-audit-checker\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","394","2026-05-25 16:51:36"
"components\cat-6\c6-b-error-pattern-library\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","374","2026-05-25 16:51:36"
"components\cat-6\c6-c-api-auth-debugger\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","378","2026-05-25 16:51:36"
"components\cat-6\c6-d-data-mapping-diagnostic\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","393","2026-05-25 16:51:36"
"components\cat-6\c6-e-integration-health-check\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","388","2026-05-25 16:51:37"
"components\cat-6\c6-f-handoff-documentation-pack\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","409","2026-05-25 16:51:37"
"components\cat-6\c6-g-error-log-retry-queue\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","4366","2026-05-25 17:53:36"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\error-missing-source-error.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","764","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\error-source-not-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","741","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\success-notification-error-log.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1224","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\success-validation-error-log.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1455","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\output-samples\success-write-error-log.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1267","2026-05-25 17:56:43"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\missing-error-object.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","598","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\notification-failed.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1187","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\success-input.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","581","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\validation-failed.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1278","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\test-payloads\write-failed.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1208","2026-05-25 17:24:51"
"components\cat-6\c6-g-error-log-retry-queue\workflows\c6-g-core-error-log-retry-queue-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","9103","2026-05-25 17:41:04"
"docs\assembly-pipeline.md","ASSEMBLY_PIPELINE_DOC","KEEP_OR_MERGE_WITH_CFG006","May overlap with CFG-006 Template Config Generator.","12722","2026-05-25 14:41:36"
"docs\component-catalog.md","CANONICAL_COMPONENT_CATALOG","KEEP_CANONICAL","Human-readable component catalog/build record.","76493","2026-05-26 22:26:23"
"docs\component-readiness-matrix.md","READINESS_MATRIX_DOC","REVIEW_MERGE_OR_GENERATE","May overlap with classification summary and master classification.","13143","2026-05-26 22:09:39"
"docs\platform-architecture-classification.md","ARCHITECTURE_CLASSIFICATION_DOC","KEEP_CANONICAL_OR_MERGE","May be canonical classification model doc.","7753","2026-05-26 22:08:36"
"docs\universal-automation-roadmap.md","ROADMAP_DOC","REVIEW_UPDATE_CANONICAL","Roadmap must reflect locked Cat2/Cat1/Cat3/Cat6/dashboard/AI-agent strategy.","6660","2026-05-26 22:10:19"
"templates\p0\README.md","TEMPLATE_LAYER_INDEX","KEEP_INDEX","Template folder index/readme.","801","2026-05-27 10:09:01"
"templates\p1\README.md","TEMPLATE_LAYER_INDEX","KEEP_INDEX","Template folder index/readme.","508","2026-05-27 10:09:01"
